Query_ID,Query_Text,Department,Priority_Label
7150,application portal logs out unexpectedly sometimes,Admissions,Medium
2704,I would like to inquire about the requirements for the study abroad program in Spain for next year. Could you send me the brochure?,Admissions,Medium
4264,"Excuse me, I seem to have lost my wallet which contains my passport and $500 cash. I believe I left it in the library about 10 minutes ago.",Administration,High
4668,"i need to change my meal plan from the Platinum to the Basic, but the website says the window is closed. is there an exception?",Student Housing,Medium
2189,Can I get a refund on my parking permit if I no longer have a car?,Administration,Low
3817,general info on admin office locations,Administration,Low
2899,I'm having trouble with the library's online portal for access to rare manuscripts and documents.,Library,Low
3874,i'm tryin to find the official university policy on academic integrity. is it in the handbook?,Administration,Medium
4042,The bursar's office is showing a hold on my account for a library fine from 2015 that i already paid. registration closes in two hours.,Finance Office,High
1511,tuition payment clarification needed,Finance Office,Medium
4457,tuition invoice incorrect and must pay within 24h,Finance Office,High
5498,can i pay my tuition in cash at the window tomorrow or does it have to be online?,Finance Office,Medium
3071,"Forgot MFA, can't log in.",IT Support,High
3368,"the graduation application says i am missing a lab credit, but i finished it last spring. i need this corrected before the deadline tonight.",Academic Office,High
6830,"I tried to pay my tuition using the portal but it charged me $50,000 instead of $5,000. My bank account is now massively overdrawn.",Finance Office,High
1660,HELP ME PLEASE I NEED TO KNOW MY STUDENT ID NUMBER TO LOG IN TO THE HOUSING PORTAL PLS PLS PLS!!!!!!,IT Support,Medium
5408,i need to change my meal plan because i realized i dont eat breakfast. i have no hurry but i want to save money.,Finance Office,Medium
3816,exam registration portal seems slow,Academic Office,Medium
2426,course pdf not opening,Academic Office,Medium
1905,how do i request a replacement for my student id card if it's just cracked but still works for the bus? no hurry.,Administration,Low
3323,My student ID isn't working at the gate to the parking lot. I have to be at work in 10 minutes and my car is trapped.,Administration,High
5401,payment declined blocking registration instantly,Finance Office,High
4332,admission confirmation missing and payment due today,Admissions,High
6404,i need a replacement id card bc mine was stolen with my purse. what is the cost for a new one?,Administration,Low
6520,fee payment stuck processing and due date today,Finance Office,High
3328,My student portal is showing another student's name and classes. I am worried about my data privacy.,IT Support,High
8939,"Forgot MFA, portal locked out.",IT Support,High
1966,"Admissions docs deadline near, portal issues.",Admissions,High
5508,The library's research portal is offline and my 50-page capstone paper is due in two hours. I need access to my saved citations immediately.,Library,High
6285,cannot upload assignment due to system error,Academic Office,High
512,guest policy for dorms?,Student Housing,Low
4394,how do i request an official transcript to be sent to another university for my transfer application? is there a fee?,Academic Office,Medium
6692,idk why system lagging kinda annoying,IT Support,Medium
324,I would like to request a new wastebasket for my dorm room because mine is broken and has a hole.,Student Housing,Low
1853,"Broken heater in dorm, very cold.",Student Housing,Medium
496,the carpet in my room is very stained and smells a bit funny. can it be cleaned?,Student Housing,Medium
7196,dorm room light flickers occasionally,Student Housing,Medium
2674,The library's automated book return machine is smoking and smells like fire. I have unplugged it.,Library,High
2349,lights flicker occasionally in dorm corridor,Student Housing,Medium
5769,The toilet seat in my dorm bathroom is loose.,Student Housing,Low
8653,"I was overcharged $2,500 on my tuition bill and my bank account is now overdrawn. I need an immediate reversal.",Finance Office,High
2650,PLEASE!!!!!! I NEED TO KNOW IF I CAN BRING A MINI FRIDGE TO MY DORM ROOM I NEED MY COLD DRINKS!!!!!!!!,Student Housing,Low
8654,Tuition overcharge refund stuck.,Finance Office,High
7689,"Credit card declined for tuition payment, urgent fix needed.",Finance Office,High
8319,Library book reservation system seems down.,Library,Medium
8758,I am an international student and I'm having trouble with the visa renewal process. I need my documents verified by tomorrow.,Admissions,High
17,Where can I find a map of the campus with all the building names clearly labeled?,Administration,Low
447,I would like to report that the microwave in the communal kitchen is making a strange noise. It still works but sounds odd.,Student Housing,Medium
5862,I would like to request an official letter confirming my student status for my bank.,Administration,Low
3235,i need to report that my password has been changed without my permission and i cannot access my final project.,IT Support,High
177,i'm tryin to find out how to apply for a student loan for the next semester. where do i start with that?,Finance Office,Medium
86,the library's copier is jammed again. can someone please fix it?,Library,Low
4110,the main water pipe in my dorm room just burst. water is everywhere and my electronics are getting soaked.,Student Housing,High
8087,Someone in my dorm is playing extremely loud music late at night. Can someone please tell them to stop?,Student Housing,Medium
6147,I would like to inquire about the possibility of living in the student apartments for the next academic year instead of the dorms.,Student Housing,Low
2017,Enrollment verification letter required.,Administration,Medium
